"municode" "muniname" "sex" "age" "pop_std" "mx_std" "pop_obs" "mx_obs"
520140 "Aparecida de Goiânia" "m" 0 1378532 0.015456 3895.53952052526 0.0141187118524173
520140 "Aparecida de Goiânia" "m" 1 1369425 0.0012 3624.26885666103 0.00110367088044487
520140 "Aparecida de Goiânia" "m" 2 1387143 0.000675 3976.66895192106 0.000502933491366898
520140 "Aparecida de Goiânia" "m" 3 1419295 0.00048 3657.67618985983 0.000546795259116867
520140 "Aparecida de Goiânia" "m" 4 1462592 0.000394 3830.01181982085 0.000522191599944867
520140 "Aparecida de Goiânia" "m" 5 1493253 0.000348 3254.32743012427 0.000307283154959553
520140 "Aparecida de Goiânia" "m" 6 1472635 0.00033 4173.10058116773 0.000239629977890487
520140 "Aparecida de Goiânia" "m" 7 1506828 0.00032 4109.40791589367 0.000243344058430503
520140 "Aparecida de Goiânia" "m" 8 1528003 0.000312 4476.57782309227 0.000446769849433438
520140 "Aparecida de Goiânia" "m" 9 1623425 0.00029 3588.58624972209 0.000557322538967786
520140 "Aparecida de Goiânia" "m" 10 1793146 0.000283 4559.23007868353 0
520140 "Aparecida de Goiânia" "m" 11 1709291 0.000307 4058.3706130223 0.000492808614763397
520140 "Aparecida de Goiânia" "m" 12 1727220 0.000353 4433.65806400462 0.000451094777975173
